contact,month,day_of_week,poutcome,pdays,previous,cons_conf_idx,nr_employed_log,campaign_log,emp_var_rate_log,euribor3m_log,cons_price_idx_log,deposit
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,1
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,0.693147181,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.609437912,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.098612289,1.704748092,1.767637527,4.553813732,0
0,0,0,0,999,0,-36.4,8.554874258,1.386294361,1.704748092,1.767637527,4.553813732,0
